param delta_h :=
1	691.1416231
2	710.6190432
3	725.3247297
4	722.8527441
5	722.2187219
6	732.1734374
7	648.2904286
8	641.3801545
9	589.6588497
10	565.1975201
11	533.8329166
12	515.1072119
13	504.8677864
14	474.1734602
15	448.7170455
16	449.6458711
17	457.000261
18	496.0388626
19	537.3827439
20	566.3341965
21	608.7093162
22	615.2394142
23	663.9118098
24	685.0145037
25	690.306753
26	714.8518661
27	733.9798606
28	733.7469088
29	693.8502219
30	1356.565659
31	838.9802979
32	753.1885975
33	705.8749391
34	653.2635502
35	612.5499209
36	583.5846665
37	540.329143
38	526.8623162
39	500.6991662
40	489.6317181
41	470.1773262
42	472.9901355
43	436.0403979
44	445.4160211
45	490.237125
46	498.7304285
47	526.2378615
48	553.5844585
49	567.7975905
50	571.4640994
51	592.7781451
52	602.8868897
53	561.8872524
54	979.7255445
55	655.1823891
56	599.671811
57	565.1851566
58	547.2252587
59	508.6292326
60	486.8341106
61	463.4286863
62	460.7538405
63	444.7900747
64	428.7130926
65	435.0262195
66	418.2468131
67	416.958384
68	424.8787775
69	465.2053807
70	478.9449526
71	517.0064287
72	515.2565688
73	538.2003752
74	552.0171637
75	551.8458274
76	568.5525408
77	538.2523968
78	864.7202231
79	610.4172434
80	566.0448501
81	539.1652701
82	534.6854688
83	524.444996
84	501.5738573
85	503.1241574
86	487.6584163
87	492.3352903
88	479.4657583
89	476.6464455
90	456.7895113
91	450.999269
92	462.4417531
93	498.1537258
94	491.8440838
95	532.1304499
96	542.9447573
97	540.7462877
98	555.7413006
99	561.6722871
100	558.9802254
101	536.2838619
102	851.3511538
103	584.5499494
104	551.259585
105	537.9102852
106	508.62581
107	486.8461185
108	482.9217546
109	465.2043996
110	464.3609313
111	449.5790532
112	454.5113472
113	431.3600295
114	427.5264911
115	423.7568395
116	428.5628018
117	462.4664691
118	466.826067
119	490.737056
120	520.3488053
121	533.8326977
122	534.0254405
123	549.5450778
124	563.5723195
125	526.5041289
126	833.0069287
127	571.7797337
128	524.1055083
129	495.2009415
130	488.9658214
131	466.8152604
132	444.5815537
133	400.8763219
134	382.4372807
135	359.5729768
136	329.995714
137	339.6527905
138	346.326865
139	366.2539927
140	372.2190306
141	416.0171025
142	428.5518016
143	463.0633365
144	466.5197547
145	484.8810335
146	497.4010645
147	500.4358276
148	515.5814898
149	502.9815193
150	508.694244
151	433.3576889
152	712.5780615
153	578.2311418
154	548.5481003
155	528.7145925
156	499.7169125
157	482.0811653
158	486.8096812
159	471.2013765
160	365.0365684
161	379.0894782
162	375.1617541
163	398.5794636
164	416.2994448
165	461.6196406
166	461.2467712
167	502.043291
168	514.4860982
169	516.6296965
170	535.5961947
171	546.3770001
172	548.4570817
173	541.2050626
174	542.8548631
175	474.3764119
176	457.6879532
177	442.7936795
178	448.3881582
179	433.9225274
180	429.7281689
181	420.7222593
182	423.3415419
183	421.9713515
184	400.8586629
185	408.048089
186	441.7887285
187	487.8767539
188	491.6313968
189	539.8696602
190	554.03371
191	580.8636252
192	600.5430227
193	605.4275039
194	613.8007742
195	637.838105
196	650.6537032
197	612.3479074
198	1113.932489
199	727.7087462
200	652.0147941
201	601.0837972
202	569.2572194
203	555.662859
204	526.8107444
205	499.0759553
206	462.6006433
207	446.3791219
208	437.2992804
209	439.4636287
210	420.4131217
211	412.1794766
212	428.6474207
213	470.6505383
214	467.3881453
215	514.0561835
216	534.7342479
217	541.2505955
218	559.8821581
219	574.8466585
220	579.7876124
221	560.8493143
222	936.4261013
223	634.8591986
224	590.5112021
225	556.1449933
226	531.5930036
227	498.8310547
228	480.0299672
229	454.2313059
230	447.8612471
231	428.217974
232	433.2443298
233	423.0165036
234	406.6491608
235	410.6308941
236	422.2763936
237	469.8853632
238	479.2385453
239	505.9480449
240	522.7574646
241	540.5713082
242	554.8885024
243	558.7324898
244	581.2463057
245	550.5554363
246	881.2948115
247	611.7773583
